Program Session,Major,Curriculum,Class,Subject,Cr,Room,Sched. Time
M,PS_Man,MGT-2024,M MGT-2024 -3,Business Mathematics,3.0,A424,Mon3
M,PS_Man,MGT-2024,M MGT-2024 -5,Marketing Management,3.0,B311,Fri2
M,PS_Man,MGT-2023,M MGT-2023 DCM-2,Digital Marketing,3.0,B305,Mon3
M,PS_Man,MGT-2023,M MGT-2023 DCM-2,Advertising and Integrated Marketing Communication,3.0,B205,Thu3
M,PS_Man,MGT-2024,M MGT-2024 -6,Human Capital Management,3.0,B309,Thu5
M,PS_Man,MGT-2024,M MGT-2024 -7,Human Capital Management,3.0,B209,Fri5
M,PS_Man,MGT-2024,M MGT-2024 -6,Marketing Management,3.0,B202,Tue4
M,PS_Man,MGT-2024,M MGT-2024 -7,Marketing Management,3.0,B311,Mon4
M,PS_Man,MGT-2024,M MGT-2024 -6,Business Economics,3.0,A424,Tue5
M,PS_Man,MGT-2024,M MGT-2024 -4,Marketing Management,3.0,B405,Fri1
M,PS_Man,MGT-2024,M MGT-2024 -7,Economic Survival 1: Business Creation / Internship Experience,3.0,B306,Fri1
M,PS_Man,MGT-2024,M MGT-2024 -6,Business Mathematics,3.0,B402,Fri4
M,PS_Man,MGT-2024,M MGT-2024 -6,Financial Management,3.0,B401,Tue1
M,PS_Man,MGT-2024,M MGT-2024 -7,Business Mathematics,3.0,B404,Mon4
M,PS_Man,MGT-2024,M MGT-2024 -7,Business Economics,3.0,B203,Fri2
M,PS_Man,MGT-2024,M MGT-2024 -7,Survival English,0.0,A421,Fri2
M,PS_Man,MGT-2024,M MGT-2024 -7,Financial Management,3.0,B310,Thu1
M,PS_Man,MGT-2024,M MGT-2024 -8,Business Economics,3.0,B105,Wed2
M,PS_Man,MGT-2024,M MGT-2024 -8,Financial Management,3.0,B210,Fri4
M,PS_Man,MGT-2024,M MGT-2024 -8,Marketing Management,3.0,B206,Fri2
M,PS_Man,MGT-2024,M MGT-2024 -8,Business Mathematics,3.0,B306,Wed3
M,PS_Man,MGT-2024,M MGT-2024 -8,Economic Survival 1: Business Creation / Internship Experience,3.0,B308,Fri2
M,PS_Man,MGT-2024,M MGT-2024 -8,Human Capital Management,3.0,B307,Fri2
M,PS_Man,MGT-2023,M MGT-2023 HCM,Talent Acquisition and Management,3.0,B305,Fri5
M,PS_Man,MGT-2023,M MGT-2023 BF,Macroeconomics,3.0,B207,Fri1
M,PS_Man,MGT-2023,M MGT-2023 IB-2,Macroeconomics,3.0,B204,Tue4
M,PS_Man,MGT-2023,M MGT-2023 DCM-2,Macroeconomics,3.0,B102,Wed1
M,PS_Man,MGT-2023,M MGT-2023 IB-4,Macroeconomics,3.0,B207,Tue4
M,PS_Man,MGT-2024,M MGT-2024 -8,Survival English,0.0,B408,Fri2
M,PS_Man,MGT-2024,M MGT-2024 -1,Business Mathematics,3.0,B305,Tue3
M,PS_Man,MGT-2024,M MGT-2024 -6,Economic Survival 1: Business Creation / Internship Experience,3.0,B209,Wed4
M,PS_Man,MGT-2023,M MGT-2023 HCM,Employee Development and Talent Management,3.0,B208,Mon5
M,PS_Man,MGT-2024,M MGT-2024 -1,Human Capital Management,3.0,B205,Fri2
M,PS_Man,MGT-2024,M MGT-2024 -5,Economic Survival 1: Business Creation / Internship Experience,3.0,B309,Wed3
M,PS_Man,MGT-2024,M MGT-2024 -4,Economic Survival 1: Business Creation / Internship Experience,3.0,B202,Tue1
M,PS_Man,MGT-2024,M MGT-2024 -3,Economic Survival 1: Business Creation / Internship Experience,3.0,B206,Mon5
M,PS_Man,MGT-2024,M MGT-2024 -2,Economic Survival 1: Business Creation / Internship Experience,3.0,B405,Mon2
M,PS_Man,MGT-2024,M MGT-2024 -1,Economic Survival 1: Business Creation / Internship Experience,3.0,B210,Thu3
M,PS_Man,MGT-2023,M MGT-2023 BF,Financial Statement Analysis,3.0,B411,Wed5
M,PS_Man,MGT-2024,M MGT-2024 -4,Human Capital Management,3.0,B210,Wed3
M,PS_Man,MGT-2023,M MGT-2023 IB-1,Macroeconomics,3.0,B104,Tue3
M,PS_Man,MGT-2024,M MGT-2024 -2,Human Capital Management,3.0,B405,Tue5
M,PS_Man,MGT-2023,M MGT-2023 DCM-1,Macroeconomics,3.0,B311,Tue1
M,PS_Man,MGT-2024,M MGT-2024 -5,Human Capital Management,3.0,B201,Tue2
M,PS_Man,MGT-2024,M MGT-2024 -1,Marketing Management,3.0,B401,Tue5
M,PS_Man,MGT-2024,M MGT-2024 -2,Business Mathematics,3.0,B401,Wed3
M,PS_Man,MGT-2024,M MGT-2024 -2,Marketing Management,3.0,B403,Wed5
M,PS_Man,MGT-2024,M MGT-2024 -3,Marketing Management,3.0,B209,Thu4
M,PS_Man,MGT-2024,M MGT-2024 -3,Human Capital Management,3.0,B403,Wed4
M,PS_Man,MGT-2023,M MGT-2023 DCM-2,Consumer Behavior,3.0,B309,Fri5
M,PS_Man,MGT-2023,M MGT-2023 HCM,Macroeconomics,3.0,A420,Tue4
M,PS_PGSD,PSTE-2023,M PSTE-2023 -1,Mathematics for the Elementary School 1,3.0,B401,Mon5
M,PS_PGSD,PSTE-2024,M PSTE-2024 -1,Career in Education,3.0,B105,Thu2
M,PS_PGSD,PSTE-2024,M PSTE-2024 -1,Child Development,3.0,B208,Fri4
M,PS_PGSD,PSTE-2023,M PSTE-2023 -1,Science Concept 1,3.0,B307,Fri1
M,PS_PGSD,PSTE-2023,M PSTE-2023 -1,Inclusive Education,3.0,B309,Mon1
M,PS_PGSD,PSTE-2023,M PSTE-2023 -1,Teaching Indonesian Language in Elementary School 1,3.0,B201,Mon2
M,PS_PGSD,PSTE-2023,M PSTE-2023 -1,Teaching English for Young Learners (TEYL),3.0,B202,Tue3
M,PS_PGSD,PSTE-2024,M PSTE-2024 -1,Psychology of Education,3.0,A420,Tue5
M,PS_PGSD,PSTE-2024,M PSTE-2024 -2,Survival English,0.0,B304,Thu3
M,PS_PGSD,PSTE-2022,M PSTE-2022 -1,Academic Writing,3.0,B211,Mon1
M,PS_PGSD,PSTE-2023,M PSTE-2023 -1,Social Studies 1,3.0,B104,Thu1
M,PS_PGSD,PSTE-2024,M PSTE-2024 -1,Introduction to English as a Medium of Instruction (EMI),3.0,A421,Thu5
M,PS_PGSD,PSTE-2024,M PSTE-2024 -2,Child Development,3.0,B305,Tue5
M,PS_PGSD,PSTE-2024,M PSTE-2024 -1,Economic Survival 1: Business Creation / Internship Experience,3.0,B302,Wed1
M,PS_PGSD,PSTE-2024,M PSTE-2024 -2,Career in Education,3.0,B102,Mon5
M,PS_PGSD,PSTE-2024,M PSTE-2024 -2,Psychology of Education,3.0,B102,Tue3
M,PS_PGSD,PSTE-2024,M PSTE-2024 -2,Introduction to English as a Medium of Instruction (EMI),3.0,B201,Thu4
M,PS_PGSD,PSTE-2024,M PSTE-2024 -2,Introduction to Education,3.0,B206,Wed5
M,PS_PGSD,PSTE-2024,M PSTE-2024 -2,Economic Survival 1: Business Creation / Internship Experience,3.0,B401,Thu1
M,PS_PGSD,PSTE-2024,M PSTE-2024 -1,Introduction to Education,3.0,B203,Wed4
M,PS_PGSD,PSTE-2024,M PSTE-2024 -1,Survival English,0.0,B311,Mon2
M,PS_PGSD,PSTE-2023,M PSTE-2023 -1,Academic Writing,0.0,B203,Mon4
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 4,Web Design,3.0,Theater 3 PUCC,Thu1
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 4,Management and Organizational Behavior,3.0,LabA216,Fri1
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 5,Survival English,0.0,LabA209,Mon5
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 4,Survival English,0.0,C202 (PUCC),Fri4
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 4,Introduction to Information System,3.0,LabA209,Wed4
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 5,Introduction to Information System,3.0,LabA215,Thu3
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 4,Programming Concepts,3.0,C202 (PUCC),Mon4
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 5,Discrete Mathematics,3.0,Theater 2 PUCC,Mon3
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 4,Discrete Mathematics,3.0,LabA211,Fri4
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 5,Economic Survival 1: Business Creation / Internship Experience,3.0,Theater 2 PUCC,Thu3
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 4,Economic Survival 1: Business Creation / Internship Experience,3.0,Theater 1 PUCC,Tue4
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 5,Management and Organizational Behavior,3.0,LabA209,Thu3
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 5,Programming Concepts,3.0,LabA209,Wed2
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 5,Web Design,3.0,LabA215,Thu2
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 1,Information System Analysis and Design,3.0,LabA215,Fri2
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 1,Computer Network,3.0,Theater 2 PUCC,Wed2
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 1,Academic Writing,0.0,LabA215,Tue3
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 2,Academic Writing,0.0,Theater 3 PUCC,Tue5
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 1,Academic Writing,0.0,Theater 1 PUCC,Wed1
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 3,Economic Survival 1: Business Creation / Internship Experience,3.0,C202 (PUCC),Tue3
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 2,Computer Network,3.0,LabA209,Mon4
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 1,Supply Chain Management,3.0,Theater 3 PUCC,Mon2
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 2,Academic Writing,0.0,Theater 1 PUCC,Fri1
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 2,Supply Chain Management,3.0,Theater 1 PUCC,Mon4
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 2,Enterprise Resource Planning,3.0,C202 (PUCC),Tue5
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 1,Big Data Technology,3.0,Theater 1 PUCC,Thu2
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 2,Big Data Technology,3.0,Theater 2 PUCC,Wed3
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 1,Data Visualization,3.0,Theater 2 PUCC,Fri1
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 2,Data Visualization,3.0,LabA216,Tue1
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 2,Economic Survival 1: Business Creation / Internship Experience,3.0,C202 (PUCC),Wed3
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 1,Enterprise Resource Planning,3.0,Theater 1 PUCC,Wed5
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 1,Survival English,0.0,Theater 2 PUCC,Mon5
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 1,Economic Survival 1: Business Creation / Internship Experience,3.0,LabA216,Thu5
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 3,Survival English,0.0,LabA211,Thu3
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 2,Information System Analysis and Design,3.0,LabA216,Mon5
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 1,Information System Analysis and Design,3.0,Theater 3 PUCC,Thu5
M,PS_SI,IS-2024,M IS-2024 IS 2024 CLASS 2,Survival English,0.0,LabA209,Fri2
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 1,Multimedia Application Development,3.0,LabA211,Tue3
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 2,Multimedia Application Development,3.0,LabA211,Tue1
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 1,Multimedia Application Development,3.0,LabA215,Mon2
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 2,Information System Analysis and Design,3.0,LabA211,Mon1
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 1,Mobile Programming,3.0,Theater 3 PUCC,Wed5
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 2,Mobile Programming,3.0,Theater 1 PUCC,Thu3
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 1,Mobile Programming,3.0,LabA215,Wed4
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 2,Mobile Programming,3.0,LabA216,Mon1
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 1,Computer Network,3.0,C202 (PUCC),Wed1
M,PS_SI,IS-2023,M IS-2023 BUSINESS INTELLIGENCE 2023 CLASS 2,Computer Network,3.0,LabA209,Tue2
M,PS_SI,IS-2023,M IS-2023 EIS PLANNING & DEVELOPMENT 2023 CLASS 2,Multimedia Application Development,3.0,Theater 2 PUCC,Thu4
M,PS_SI_KKP,ISP-2024,M ISP-2024 Class 1,Management and Organizational Behavior,3.0,CR-02 (Pekanbaru),Tue3
M,PS_SI_KKP,ISP-2024,M ISP-2024 Class 1,Web Design,3.0,CR-01 (Pekanbaru),Wed4
M,PS_SI_KKP,ISP-2024,M ISP-2024 Class 1,Economic Survival 1: Business Creation / Internship Experience,3.0,CR-02 (Pekanbaru),Fri1
M,PS_SI_KKP,ISP-2024,M ISP-2024 Class 1,Programming Concepts,3.0,CR-01 (Pekanbaru),Mon2
M,PS_SI_KKP,ISP-2024,M ISP-2024 Class 1,Discrete Mathematics,3.0,CR-01 (Pekanbaru),Wed3
M,PS_SI_KKP,ISP-2024,M ISP-2024 Class 1,Survival English,0.0,CR-02 (Pekanbaru),Mon4
M,PS_SI_KKP,ISP-2024,M ISP-2024 Class 1,Introduction to Information System,3.0,CR-02 (Pekanbaru),Thu1
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 1,Digital System and Laboratory,3.0,A420,Thu2
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 1,Physics 1: Mechanics,3.0,B103,Tue5
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 1,Calculus 1,3.0,B103,Wed5
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 1,Fundamentals of Electrical Engineering,3.0,B405,Wed3
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 1,Introduction to Programming,3.0,B403,Mon2
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 1,Economic Survival 1: Business Creation / Internship Experience,3.0,A420,Mon3
M,PS_TE,EE-2023,M EE-2023 Control System,Physics 3,3.0,A420,Wed5
M,PS_TE,EE-2023,M EE-2023 Control System,Engineering Mathematics,3.0,A420,Wed1
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 1,Survival English,0.0,B102,Fri1
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 2,Economic Survival 1: Business Creation / Internship Experience,3.0,B310,Tue3
M,PS_TE,EE-2023,M EE-2023 Control System,Modern Physics,3.0,B205,Wed3
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 2,Survival English,0.0,B306,Mon2
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 2,Digital System and Laboratory,3.0,B102,Fri4
M,PS_TE,EE-2023,M EE-2023 Control System,Engineering Electromagnetics,3.0,B108,Tue2
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 2,Fundamentals of Electrical Engineering,3.0,A424,Tue4
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 2,Calculus 1,3.0,B209,Wed1
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 2,Introduction to Programming,3.0,B205,Wed1
M,PS_TE,EE-2023,M EE-2023 Control System,Academic Writing,0.0,B203,Mon5
M,PS_TE,EE-2023,M EE-2023 Control System,Feedback and Control Systems,3.0,B410,Thu1
M,PS_TE,EE-2024,M EE-2024 EEN 2024 Class 2,Physics 1: Mechanics,3.0,B311,Wed1
M,PS_TE,EE-2023,M EE-2023 Control System,Numerical Methods with MATLAB,3.0,B411,Tue4
M,PS_TInd,IE-2022,M IE-2022 Class 1,Research Methodology,2.0,B301,Fri5
M,PS_TInd,IE-2023,M IE-2023 Class 3,Operational Research 1,3.0,B408,Wed2
M,PS_TInd,IE-2022,M IE-2022 Class 1,Integrated System,2.0,B411,Fri4
M,PS_TInd,IE-2022,M IE-2022 Class 2,Integrated System,2.0,B211,Thu5
M,PS_TInd,IE-2022,M IE-2022 Class 1,Integrated Practicum,2.0,B209,Thu1
M,PS_TInd,IE-2022,M IE-2022 Class 2,Integrated Practicum,2.0,A420,Mon2
M,PS_TInd,IE-2022,M IE-2022 Class 1,Industrial Organization Analysis and Design,3.0,B302,Mon2
M,PS_TInd,IE-2022,M IE-2022 Class 2,Industrial Organization Analysis and Design,3.0,B103,Fri5
M,PS_TInd,IE-2022,M IE-2022 Class 1,Information System Analysis and Design,3.0,B205,Mon2
M,PS_TInd,IE-2022,M IE-2022 Class 2,Information System Analysis and Design,3.0,B108,Tue1
M,PS_TInd,IE-2022,M IE-2022 Class 1,Product Design and Development,3.0,B309,Mon2
M,PS_TInd,IE-2023,M IE-2023 Class 3,Engineering Economics and Economics,3.0,B304,Thu1
M,PS_TInd,IE-2024,M IE-2024 Class 4,Calculus 1,3.0,B409,Wed3
M,PS_TInd,IE-2023,M IE-2023 Class 3,Statistics 1,2.0,A420,Wed3
M,PS_TInd,IE-2022,M IE-2022 Class 2,Research Methodology,2.0,B310,Fri2
M,PS_TInd,IE-2022,M IE-2022 Class 2,Facility Design,3.0,B202,Fri4
M,PS_TInd,IE-2024,M IE-2024 Class 2,Computer Programming,3.0,B210,Mon2
M,PS_TInd,IE-2023,M IE-2023 Class 2,Operational Research 1,3.0,B202,Fri1
M,PS_TInd,IE-2024,M IE-2024 Class 1,Economic Survival 1: Business Creation / Internship Experience,3.0,B204,Fri4
M,PS_TInd,IE-2024,M IE-2024 Class 2,Economic Survival 1: Business Creation / Internship Experience,3.0,B306,Fri5
M,PS_TInd,IE-2024,M IE-2024 Class 1,Physics 1,3.0,B206,Thu1
M,PS_TInd,IE-2024,M IE-2024 Class 2,Physics 1,3.0,B102,Wed4
M,PS_TInd,IE-2024,M IE-2024 Class 1,Calculus 1,3.0,A421,Wed2
M,PS_TInd,IE-2024,M IE-2024 Class 2,Calculus 1,3.0,B207,Wed3
M,PS_TInd,IE-2024,M IE-2024 Class 1,Engineering Drawing (IE),3.0,B307,Thu4
M,PS_TInd,IE-2024,M IE-2024 Class 2,Engineering Drawing (IE),3.0,A424,Thu2
M,PS_TInd,IE-2024,M IE-2024 Class 1,Computer Programming,3.0,B307,Thu2
M,PS_TInd,IE-2024,M IE-2024 Class 4,Introduction to Industrial Engineering,3.0,B101,Fri4
M,PS_TInd,IE-2022,M IE-2022 Class 1,Facility Design,3.0,B408,Thu5
M,PS_TInd,IE-2024,M IE-2024 Class 1,Introduction to Industrial Engineering,3.0,A421,Tue5
M,PS_TInd,IE-2023,M IE-2023 Class 1,Engineering Economics and Economics,3.0,B105,Wed5
M,PS_TInd,IE-2023,M IE-2023 Class 2,Engineering Economics and Economics,3.0,B410,Wed3
M,PS_TInd,IE-2023,M IE-2023 Class 1,Statistics 1,2.0,B102,Wed5
M,PS_TInd,IE-2023,M IE-2023 Class 1,Indonesian Language,3.0,B210,Tue4
M,PS_TInd,IE-2023,M IE-2023 Class 2,Indonesian Language,3.0,B403,Wed1
M,PS_TInd,IE-2023,M IE-2023 Class 1,Manufacturing Process,3.0,B411,Mon4
M,PS_TInd,IE-2023,M IE-2023 Class 2,Manufacturing Process,3.0,B410,Thu4
M,PS_TInd,IE-2023,M IE-2023 Class 1,Work System Analysis and Design,3.0,B306,Thu1
M,PS_TInd,IE-2023,M IE-2023 Class 2,Work System Analysis and Design,3.0,B208,Tue4
M,PS_TInd,IE-2023,M IE-2023 Class 1,Operational Research 1,3.0,B304,Mon5
M,PS_TInd,IE-2024,M IE-2024 Class 2,Introduction to Industrial Engineering,3.0,B401,Mon2
M,PS_TInd,IE-2024,M IE-2024 Class 3,Introduction to Industrial Engineering,3.0,B405,Thu5
M,PS_TInd,IE-2023,M IE-2023 Class 2,Statistics 1,2.0,B105,Mon4
M,PS_TInd,IE-2024,M IE-2024 Class 4,Economic Survival 1: Business Creation / Internship Experience,3.0,B410,Mon5
M,PS_TInd,IE-2024,M IE-2024 Class 3,Calculus 1,3.0,B210,Thu2
M,PS_TInd,IE-2024,M IE-2024 Class 3,Physics 1,3.0,B404,Mon3
M,PS_TInd,IE-2024,M IE-2024 Class 3,Economic Survival 1: Business Creation / Internship Experience,3.0,B207,Tue2
M,PS_TInd,IE-2022,M IE-2022 Class 1,Capstone Design,2.0,A421,Fri5
M,PS_TInd,IE-2022,M IE-2022 Class 2,Capstone Design,2.0,B102,Mon2
M,PS_TInd,IE-2023,M IE-2023 Class 2,Linear Algebra,2.0,B409,Thu5
M,PS_TInd,IE-2023,M IE-2023 Class 3,Linear Algebra,2.0,B404,Fri2
M,PS_TInd,IE-2023,M IE-2023 Class 3,Work System Analysis and Design,3.0,B305,Thu4
M,PS_TInd,IE-2024,M IE-2024 Class 1,Survival English,0.0,B203,Thu2
M,PS_TInd,IE-2022,M IE-2022 Class 2,Product Design and Development,3.0,B207,Thu5
M,PS_TInd,IE-2023,M IE-2023 Class 3,Manufacturing Process,3.0,B201,Tue1
M,PS_TInd,IE-2023,M IE-2023 Class 3,Indonesian Language,3.0,B301,Fri1
M,PS_TInd,IE-2023,M IE-2023 Class 3,Academic Writing,0.0,B307,Thu1
M,PS_TInd,IE-2023,M IE-2023 Class 2,Academic Writing,0.0,A421,Mon4
M,PS_TInd,IE-2023,M IE-2023 Class 1,Academic Writing,0.0,B206,Thu4
M,PS_TInd,IE-2024,M IE-2024 Class 3,Engineering Drawing (IE),3.0,B301,Tue5
M,PS_TInd,IE-2024,M IE-2024 Class 3,Survival English,0.0,B205,Fri4
M,PS_TInd,IE-2023,M IE-2023 Class 1,Linear Algebra,2.0,B410,Wed4
M,PS_TInd,IE-2024,M IE-2024 Class 3,Computer Programming,3.0,B302,Wed3
M,PS_TInd,IE-2024,M IE-2024 Class 4,Engineering Drawing (IE),3.0,B211,Wed4
M,PS_TInd,IE-2024,M IE-2024 Class 4,Survival English,0.0,B409,Tue3
M,PS_TInd,IE-2024,M IE-2024 Class 4,Computer Programming,3.0,B210,Thu5
M,PS_TInd,IE-2024,M IE-2024 Class 4,Physics 1,3.0,B401,Wed5
M,PS_TInd,IE-2024,M IE-2024 Class 2,Survival English,0.0,B102,Thu4
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 6,Discrete Mathematics,3.0,LabA216,Wed2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 1,Programming Concepts,3.0,Theater 1 PUCC,Tue3
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 2,Programming Concepts,3.0,LabA209,Fri5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 3,Programming Concepts,3.0,Theater 2 PUCC,Fri4
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 4,Programming Concepts,3.0,LabA211,Fri1
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 5,Programming Concepts,3.0,LabA216,Mon3
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 6,Programming Concepts,3.0,Theater 2 PUCC,Mon2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 1,Web Programming,3.0,C202 (PUCC),Mon3
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 2,Web Programming,3.0,Theater 3 PUCC,Wed1
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 3,Web Programming,3.0,Theater 2 PUCC,Thu1
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 4,Web Programming,3.0,LabA216,Wed3
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 5,Web Programming,3.0,LabA209,Wed5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 6,Web Programming,3.0,LabA211,Fri5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 1,Discrete Mathematics,3.0,Theater 3 PUCC,Mon3
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 2,Discrete Mathematics,3.0,LabA216,Fri4
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 3,Discrete Mathematics,3.0,LabA211,Thu1
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 4,Discrete Mathematics,3.0,LabA215,Wed5
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 3,Software Engineering,3.0,LabA216,Mon4
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 4,Software Engineering,3.0,LabA209,Fri4
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 5,Software Engineering,3.0,LabA216,Fri5
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 6,Artificial Intelligence,3.0,LabA216,Thu4
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 7,Artificial Intelligence,3.0,Theater 1 PUCC,Mon5
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 6,Software Engineering,3.0,C202 (PUCC),Fri1
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 7,Software Engineering,3.0,LabA211,Thu2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 6,Calculus,3.0,C202 (PUCC),Wed5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 1,Computer Organization and Architecture,3.0,LabA209,Wed1
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 5,Discrete Mathematics,3.0,Theater 3 PUCC,Mon5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 5,Calculus,3.0,LabA211,Fri2
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 7,Wireless and Mobile Programming,3.0,LabA209,Tue4
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 3,Calculus,3.0,Theater 1 PUCC,Tue2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 6,Survival English,0.0,LabA216,Mon2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 5,Survival English,0.0,LabA216,Wed5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 4,Survival English,0.0,Theater 3 PUCC,Fri5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 3,Survival English,0.0,LabA216,Tue2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 2,Survival English,0.0,Theater 2 PUCC,Mon1
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 1,Survival English,0.0,C202 (PUCC),Tue2
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 7,Academic Writing,0.0,Theater 1 PUCC,Tue5
